h3_index,poi_category,poi_count,count_poi_types,poi_type_list,poi_list
882664cde9fffff,food_drink,1,1,fast_food,Popeyes
882664cdebfffff,civic_community,4,1,"place_of_worship, place_of_worship, place_of_worship, place_of_worship","Second Mount Vernon Baptist Church, Liberty Temple, First Church of Love and Faith, True Believers Missionary Baptist Church"
882664cdebfffff,food_drink,3,1,"fast_food, fast_food, fast_food","Dolphin's Fish & Chicken, Pepe's Mexican Restaurant, Krispy's Chicken & Seafood"
882664cdebfffff,grocery,2,2,"supermarket, convenience","Dearborn Wholesale Grocers, Citgo"
882664cdebfffff,shopping,1,1,variety_store,Family Dollar
882664cdebfffff,transport,2,2,"bicycle_rental, fuel","Damen Ave & 77th St, Citgo"
882664cdedfffff,civic_community,4,2,"place_of_worship, place_of_worship, place_of_worship, social_facility","Grace Christian Ministries, Holy Healing Temple Church, Monument Of Faith Church, Senior Suites Of Marquette Village"
882664ce21fffff,entertainment,4,1,"artwork, artwork, artwork, artwork",Restoration
882664ce21fffff,transport,1,1,bicycle_rental,Cottage Grove Ave & Oakwood Blvd
882664ce23fffff,civic_community,1,1,place_of_worship,Pleasant Gift Missionary Baptist Church
882664ce23fffff,education,4,1,"school, school, school, school","King College Prep, Jackie Robinson Elementary School, Ariel Community Academy"
882664ce23fffff,entertainment,2,1,"artwork, artwork",Gwendolyn Brooks: The Oracle of Bronzeville
882664ce23fffff,grocery,1,1,supermarket,One Stop Foods
882664ce23fffff,transport,1,1,bicycle_rental,Woodlawn Ave & Lake Park Ave
882664ce25fffff,automotive,1,1,car_wash,BP
882664ce25fffff,civic_community,9,3,"place_of_worship, place_of_worship, social_facility, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, community_centre","Masjid Al Ihsan, South Park Baptist Church, Trinity Acres Senior Apartments, Morning Star Baptist Church, Holy Angels Catholic Church, Blackwell-Israel Samuel A.M.E. Zion Church, South Central Church of Christ, Monumental Baptist Church, Oakwood Center"
882664ce25fffff,education,3,2,"university, school, school","Jacob H. Carruthers Center for Inner City Studies, Holy Angels Catholic School, Former Holy Angels School"
882664ce25fffff,finance,1,1,bank,CIBC Bank USA
882664ce25fffff,grocery,2,2,"convenience, supermarket","BP Shop, Mariano's Fresh Market"
882664ce25fffff,shopping,1,1,variety_store,Dollar General
882664ce25fffff,transport,2,2,"bicycle_rental, fuel","MLK Jr Dr & Pershing Rd, BP"
882664ce27fffff,civic_community,8,3,"place_of_worship, social_facility, place_of_worship, social_facility, social_centre, place_of_worship, place_of_worship, social_facility","Evening Star Missionary Baptist Church, Centers For New Horizons: Effie Ellis Center, Dr. Martin Luther King Jr. Community Service Center, Most Worshipful Prince Hall Grand Lodge, The CityLight Church, Bright Star Church"
882664ce27fffff,education,3,1,"school, school, school","Woodson Elementary School, James Farmer Jr. Elementary School"
882664ce27fffff,entertainment,1,1,artwork,
882664ce27fffff,food_drink,8,3,"cafe, cafe, fast_food, fast_food, restaurant, restaurant, restaurant, fast_food","Ain’t She Sweet Cafe, Sip & Savor, Mr. Captain Hook, Just Turkey Grill, Cleo's Southern Cuisine, Surf's Up Bronzeville, Bronzeville Winery, Reggio's Pizza"
882664ce27fffff,grocery,1,1,convenience,Tony's Stop & Save
882664ce27fffff,health,1,1,clinic,DaVita Dialysis
882664ce27fffff,nightlife,1,1,bar,Some Like It Black
882664ce27fffff,services,1,1,massage,House of Hands
882664ce27fffff,shopping,3,3,"bicycle, mobile_phone, variety_store","Small Shop Cycles & Service, Metro by T-Mobile, Family Dollar"
882664ce27fffff,transport,1,1,bicycle_rental,Cottage Grove Ave & 43rd St
882664ce2bfffff,entertainment,1,1,artwork,Mermaid (La Sirena)
882664ce2dfffff,civic_community,3,2,"place_of_worship, place_of_worship, community_centre","West Point Baptist Church, Sixth Grace United Presbyterian Church, Arts & Recreation Center at Ellis Park"
882664ce2dfffff,education,2,1,"school, school","Christ the King Lutheran School, Donoghue Elementary School"
882664ce2dfffff,entertainment,1,1,artwork,La Ronda Parkata
882664ce2dfffff,health,1,1,clinic,Mercy Care Center
882664ce2dfffff,transport,1,1,bicycle_rental,Lake Park Ave & 35th St
882664ce31fffff,entertainment,1,1,artwork,Ecstasy
882664ce31fffff,lodging,1,1,hotel,Chicago Lake Shore Hotel
882664ce33fffff,entertainment,1,1,artwork,
882664ce35fffff,civic_community,2,1,"place_of_worship, place_of_worship","St. Paul and the Redeemer Church, Masjid Al-Faatir"
882664ce35fffff,education,3,2,"library, school, school","Blackstone Memorial Library, Shoesmith Elementary School, Ancona School"
882664ce35fffff,finance,1,1,bank,Citibank
882664ce35fffff,food_drink,10,3,"fast_food, restaurant, fast_food, fast_food, ice_cream, restaurant, fast_food, fast_food, fast_food, fast_food","Italian Fiesta Pizzeria, The Original Pancake House, Subway, Dunkin', Baskin-Robbins, Beggars Pizza, Charleys Philly Steaks, JJ Fish & Chicken, Fung's Chop Suey, Taco Pro's"
882664ce35fffff,grocery,2,2,"alcohol, convenience","Binny's Beverage Depot, BP Shop"
882664ce35fffff,health,1,1,pharmacy,Walgreens
882664ce35fffff,services,5,3,"dry_cleaning, beauty, dry_cleaning, laundry, beauty","Kenwood Cleaners, Eyebrow Threading Studio, Spotless Solutions, Your Neighborhood Laundromat, Hyde Park Nail Salon"
882664ce35fffff,shopping,4,4,"department_store, paint, chemist, hairdresser_supply","Ross, Sherwin-Williams, Walgreens, Beauty Supply"
882664ce35fffff,transport,4,3,"bicycle_rental, fuel, bus_station, bicycle_rental","Dorchester Ave & 49th St, BP, Lake Park & 47th Street Terminal, Lake Park Ave & 47th St"
882664ce37fffff,automotive,1,1,car_wash,BP
882664ce37fffff,civic_community,4,1,"place_of_worship, place_of_worship, place_of_worship, place_of_worship","St. Makarios Orthodox Mission, United Church of Hyde Park, Hyde Park Christian Reformed Church, Congregation Rodfei Zedek"
882664ce37fffff,education,4,2,"university, school, school, school","Academic Conference Center - Catholic Theological Union, Kenwood Academy, Philip Murray Language Academy, Akiba Schechter Jewish Day School"
882664ce37fffff,entertainment,5,5,"theatre, artwork, attraction, arts_centre, cinema","The Promontory, jenitor, Obama Kissing Rock, Hyde Park Art Center, Harper Theater"
882664ce37fffff,finance,8,3,"bank, bank, bank, bank, atm, atm, money_transfer, bank","Fifth Third Bank, Bank of America, Hyde Park Bank, PNC Bank, Hyde Park Bank, Western Union, Vicinity Credit Union"
882664ce37fffff,food_drink,47,5,"restaurant, fast_food, restaurant, cafe, restaurant, restaurant, restaurant, fast_food, restaurant, cafe, restaurant, restaurant, cafe, fast_food, restaurant, restaurant, fast_food, restaurant, fast_food, ice_cream, fast_food, fast_food, restaurant, restaurant, restaurant, cafe, cafe, fast_food, fast_food, restaurant, fast_food, fast_food, fast_food, restaurant, cafe, restaurant, pastry, fast_food, cafe, fast_food, restaurant, cafe, restaurant, ice_cream, restaurant, fast_food, restaurant","Pizza Capri, Five Guys, Valois, Starbucks, Nando's, Rajun Cajun, Chant, Potbelly, Bob's Pizza, Almendro Cafe, Virtue, Tacos El Pastor 53, Sip & Savor, Wingstop, 14 Parish, Litehouse, Deep Purpl, Uncle Joe's Jerk Chicken, Dunkin', Baskin-Robbins, Subway, Krispy Krunchy Chicken, Can't Believe It's Not Meat, Nathan's Chicago Style and Taste of Jamaica, Eto'o Modern Asian Cuisine, Capital One Café, Philz Coffee, Sweetgreen, Chipotle, Shinju Sushi, Papa John's, Taco Bell, Roti, Strings Ramen, Stan's Donuts & Coffee, Red Snapper, Strugglebeard Bakery, Domino's, Love & Light Cafe, Fruve Xpress Juicery, Jordyn's Soul Cafe, Sweet Drip Dessert Cafe, Ja' Grill, Kilwins, Daisy's Po-Boy and Tavern, McDonald's, Giordano's Pizzeria"
882664ce37fffff,grocery,6,3,"supermarket, bakery, bakery, supermarket, convenience, convenience","Whole Foods Market, Arifa’s Kitchen, Cafe 53, Trader Joe's, BP Shop, BP Shop"
882664ce37fffff,health,5,2,"pharmacy, pharmacy, dentist, dentist, dentist","Walgreens, Katsaros Pharmacy, Smile Studio Chicago, Comfort Dental Studio, Smile Design Studio Of Hyde Park LLC"
882664ce37fffff,lodging,2,1,"hotel, hotel","Sophy Hotel, Hyatt Place Chicago-South/University Medical Center"
882664ce37fffff,nightlife,4,1,"bar, bar, bar, bar","Falcon Inn, The Hyde, Mesler Kitchen | Bar | Lounge, Cantina Rosa"
882664ce37fffff,services,15,6,"post_office, hairdresser, hairdresser, beauty, hairdresser, pet_grooming, hairdresser, post_office, beauty, massage, dry_cleaning, hairdresser, beauty, beauty, hairdresser","Lake Park Post Office, Hyde Park Barber Studio, Hyde Park Hair Salon, Black Beauty Collective, Chickie Curls Studio, A Paw Place, Yehia & Co Hair Designs, The UPS Store, Happy Nails, Bettye O Day Spa, Hyde Park Cleaners, Max & Co Hair Designs, Nikki Nails, Milan Laser Hair Removal, Ossama's Hair Design"
882664ce37fffff,shopping,17,13,"variety_store, tobacco, department_store, doityourself, department_store, clothes, mobile_phone, interior_decoration, gift, hairdresser_supply, frame, books, clothes, books, clothes, music, mall","Jeffery Dollar Store, Hyde Park Cigars, Target, Elston Ace Hardware, Marshalls, Silver Room, T-Mobile, Recycled Modern Hyde Park, Edible Arrangements, Viking General Merchandise, The Great Frame Up, Call & Response, Fashion Geek, Barnes & Noble, Akira, Hyde Park Records, Hyde Park Shopping Center"
882664ce37fffff,transport,4,2,"bicycle_rental, bicycle_rental, fuel, fuel","Blackstone Ave & Hyde Park Blvd, Cornell Ave & Hyde Park Blvd, BP, BP"
882664ce65fffff,entertainment,1,1,artwork,Caracol
882664ce67fffff,food_drink,1,1,restaurant,
882664ce67fffff,nightlife,1,1,bar,
882664cea1fffff,civic_community,2,2,"community_centre, social_facility","South Shore Cultural Center, Senior Suites of South Shore"
882664cea1fffff,education,1,1,school,O'Keeffe Elementary School
882664cea1fffff,entertainment,6,2,"artwork, artwork, artwork, events_venue, events_venue, events_venue","Mr. Big, BlammO, Leap, Studio 2226, South Shore Solarium, South Shore Dining Room"
882664cea1fffff,food_drink,3,1,"restaurant, restaurant, restaurant","House of Bing, Surf's Up, Ta'golazo"
882664cea1fffff,grocery,1,1,bakery,Give Me Some Sugah
882664cea1fffff,leisure_sports,1,1,picnic_site,South Shore Picnic Grove
882664cea1fffff,services,5,2,"hairdresser, dry_cleaning, hairdresser, hairdresser, hairdresser","B Selfish, Quad Valet Cleaners, Guyse Salon of Beauty, Dubose Barber Shop, Mena's Hair Design"
882664cea1fffff,transport,2,2,"bus_station, bicycle_rental","67th Street & Oglesby Terminal, South Shore Dr & 67th St"
882664cea3fffff,civic_community,9,4,"place_of_worship, fire_station, place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility, place_of_worship, police","McKenzie Mission Chicago, Chicago Fire Department Engine Company 126, Greater Metropolitan Church of Christ, Saint Margaret's Episcopal Church, Saint Luke's Missionary Baptist Church, South Shore Community Church, Grand Regency Of South Shore, Israel of God Church, Chicago Police Department Mounted Unit Horse Stables"
882664cea3fffff,education,3,3,"kindergarten, library, school","Ada S. McKinley, Ersula Howard Child Care Center, South Shore Branch Library, Robert A. Black Magnet Elementary School"
882664cea3fffff,entertainment,1,1,events_venue,The Quarry Event Center
882664cea3fffff,food_drink,9,3,"cafe, restaurant, restaurant, fast_food, fast_food, restaurant, cafe, restaurant, fast_food","Chef Sara's Cafe, L&G Restaurant, Ming's Chop Suey, Hoagy House, Kennedy Fish and Chicken, Magal Restaurant, South Shore Brew, Majani, Imani's Original"
882664cea3fffff,grocery,4,3,"convenience, greengrocer, bakery, convenience","El Barakah Supermarket, Healthy Food Hub, Bot Bakery, Citgo"
882664cea3fffff,health,2,2,"nursing_home, clinic","Renaissance at South Shore, University of Chicago Outpatient Senior Health Center"
882664cea3fffff,nightlife,1,1,bar,Tom's
882664cea3fffff,services,7,4,"hairdresser, hairdresser, hairdresser, tattoo, dry_cleaning, dry_cleaning, post_office","Salon Exhale, Haley's African Hair Braiding, Hair 4 U Salon, Tattoo World Studio, Cleaner Quality One Hour, Quality First Cleaners, Charles A. Hayes Post Office"
882664cea3fffff,shopping,3,3,"computer, mobile_phone, trade","CBI Computer, Metro by T-Mobile, South Shore Plumbing and Heating"
882664cea3fffff,transport,3,2,"bicycle_rental, bicycle_rental, fuel","South Shore Dr & 71st St, South Shore Dr & 74th St, Citgo"
882664cea5fffff,civic_community,2,2,"social_facility, place_of_worship","Good Shepherd Manor, Bryn Mawr Community Church"
882664cea5fffff,education,2,2,"school, childcare","Parkside Community Academy, DJ Brooks Child Development Center"
882664cea5fffff,food_drink,1,1,fast_food,Dunkin'
882664cea5fffff,grocery,2,1,"convenience, convenience","Mobil Mart, BP Shop"
882664cea5fffff,transport,4,2,"bicycle_rental, fuel, fuel, bicycle_rental","Stony Island Ave & 67th St, Mobil, BP, Jeffery Blvd & 67th St"
882664cea7fffff,civic_community,8,3,"social_facility, social_facility, community_centre, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship","WIC Food and Nutrition Center, ABJ Community Services, Don Nash Community Center, Christian Fellowship Missionary Baptist Church, The Old Landmark Church of God Holiness in Christ, South Shore United Methodist Church, All Nations Worship Assembly, Saint Philip Neri Roman Catholic Church"
882664cea7fffff,education,2,1,"school, school","Saint Phillip Neri School, Edward A. Bouchet Math & Science Academy"
882664cea7fffff,finance,1,1,bank,Chase
882664cea7fffff,food_drink,6,2,"restaurant, restaurant, restaurant, restaurant, fast_food, fast_food","Italian Fiesta, Good Foods Health Center, The Slab Bar-B-Que, Taste of Chicago, Subway, Domino's"
882664cea7fffff,grocery,3,2,"convenience, convenience, supermarket","South Shore Pantry, Jordan Valley Food, Local Market Foods"
882664cea7fffff,nightlife,1,1,bar,Jeffery Pub
882664cea7fffff,services,2,2,"cosmetics, hairdresser","The Scentuary, Izi African Hair Braiding"
882664cea7fffff,shopping,10,5,"bicycle, shoes, shoes, mobile_phone, clothes, furniture, mobile_phone, mobile_phone, clothes, shoes","Bicycle Clinic, J-BEES, Shoe! Time, Boost Mobile, Chez Vouz, Rent-A-Center, Metro by T-Mobile, Cricket Wireless, DTLR, Snipes"
882664cea7fffff,transport,1,1,bicycle_rental,Jeffery Blvd & 71st St
882664ceabfffff,entertainment,2,1,"theatre, theatre","South Shore Paul Robeson Outdoor Theatre, South Shore Paul Robeson Theatre"
882664ceadfffff,entertainment,1,1,artwork,Fishing Eagle
882664ceadfffff,health,1,1,hospital,La Rabida Children's Hospital
882664ceadfffff,leisure_sports,1,1,picnic_site,Jackson Park - Grove 16
882664ceadfffff,nightlife,1,1,pub,Reggies On The Beach
882664ceadfffff,transport,1,1,bicycle_rental,63rd Street Beach
882664ceb1fffff,civic_community,2,1,"place_of_worship, place_of_worship","Christ Bible Church, Saint Bride Roman Catholic Church"
882664ceb1fffff,education,2,1,"school, school","Camelot Academy, Saint Bride's School"
882664ceb1fffff,entertainment,2,1,"artwork, artwork",
882664ceb1fffff,transport,3,2,"bicycle_rental, bicycle_rental, bus_station","Rainbow Beach, Exchange Ave & 79th St, 79th Street & Lake Shore Drive Terminal"
882664ceb3fffff,civic_community,3,1,"place_of_worship, place_of_worship, place_of_worship","Eglise Haitienne De La Grace, Saint Michael the Archangel Catholic Church, Morning Star Bible Baptist Church"
882664ceb3fffff,education,2,1,"school, school","New Sullivan Elementary School, Saint Michael High School"
882664ceb5fffff,civic_community,7,3,"place_of_worship, community_centre, place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility","Free Salvation M.B. Church, Rebecca K. Crown Youth Center, Labor of Love Apostolic Church, Windsor Park Evangelical Lutheran Church, Mountain of the Lord World Wide Ministries, Faith Chapel Deliverance Center"
882664ceb5fffff,education,1,1,school,Bradwell Elementary School
882664ceb5fffff,food_drink,1,1,fast_food,Rainbow Beach Sub Shop
882664ceb5fffff,grocery,1,1,convenience,Citgo
882664ceb5fffff,shopping,3,2,"variety_store, hardware, variety_store","Family Dollar, Midwest True Value Hardware, Dollar General"
882664ceb5fffff,transport,1,1,fuel,Citgo
882664ceb7fffff,automotive,1,1,car_wash,Citgo
882664ceb7fffff,civic_community,8,1,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship","Gospel Way Covenant Church, New Grace Emmanuel Community Church, Greene African Methodist Episcopal Church, Kingdom Hall of Jehovahs Witnesses, Lighthouse Missionary Baptist Church, Tabor Christian Church, Restoration Tabernacle Church, Grace Apostolic Church"
882664ceb7fffff,education,2,1,"school, school","EPIC Academy, Niños Heroes Community Academy"
882664ceb7fffff,food_drink,4,3,"fast_food, cafe, restaurant, restaurant","Little Caesars, Urban Luxe Café, Rocky's Pancake House, Pepe's Mexican Restaurant"
882664ceb7fffff,grocery,2,2,"convenience, supermarket","Citgo, Save-A-Lot"
882664ceb7fffff,shopping,1,1,mobile_phone,Boost Mobile
882664ceb7fffff,transport,2,2,"bicycle_rental, fuel","Commercial Ave & 83rd St, Citgo"
882664cebdfffff,civic_community,1,1,place_of_worship,New Spiritual Light Baptist Church
882664cebdfffff,education,2,1,"school, school","Adam Clayton Powell, Jr. Paideia Academy, Excel Academy of South Shore"
882664cf01fffff,civic_community,7,4,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_centre, community_centre, monastery","Ling Shen Ching Tze Temple, Saint Mary of Perpetual Help Roman Catholic Church, Monastery of the Holy Cross, Holy Cross Lutheran Church, Bridgeport VFW Post 5079, Wilson Community Center"
882664cf01fffff,education,6,1,"school, school, school, school, school, school","Saint Mary Perpetual Help High School, Bridgeport Academy West, Immaculate Conception School, Saint Mary of Perpetual Help Elementary School, Armour Elementary School"
882664cf01fffff,entertainment,4,3,"events_venue, museum, museum, arts_centre","Co-Prosperity Sphere, Chicago Maritime Museum, Heritage Museum of Asian Art, Zhou B Art Center"
882664cf01fffff,finance,1,1,bank,Pulaski Savings Bank
882664cf01fffff,food_drink,12,5,"cafe, restaurant, deli, restaurant, restaurant, fast_food, coffee, restaurant, restaurant, restaurant, restaurant, restaurant","Bridgeport Coffeehouse, Kimski, Nonna Soluri’s Italian Deli, Zaytune Mediterranean Grill, 3LP, Martinez Grocery Taqueria, Bad Owl Coffee House, With U, Cowabunga Pizza Pies, Antique Taco, Phil's Pizza, The Adelitas Mexican Restaurant"
882664cf01fffff,grocery,2,2,"convenience, bakery","Martinez Grocery, Bourbon On Division"
882664cf01fffff,lodging,2,2,"motel, guest_house","The Polo Inn, Benedictine Bed and Breakfast"
882664cf01fffff,nightlife,2,1,"bar, bar","Maria's Packaged Goods & Community Bar, Bernice's Tavern"
882664cf01fffff,services,4,3,"storage_rental, laundry, beauty, laundry","CubeSmart, Salon Hydrate, Bridgeport Express Laundromat"
882664cf01fffff,shopping,1,1,art,Hoofprint Chicago
882664cf01fffff,transport,1,1,bicycle_rental,Morgan St & 31st St
882664cf03fffff,civic_community,1,1,place_of_worship,Nativity of Our Lord Catholic Church
882664cf03fffff,education,1,1,school,Bridgeport Catholic Academy
882664cf03fffff,entertainment,1,1,theatre,Ramova Theatre
882664cf03fffff,finance,2,1,"bank, bank","Chase, Lakeside Bank"
882664cf03fffff,food_drink,5,2,"restaurant, restaurant, fast_food, restaurant, restaurant","Stussy's Diner, La Mexicana Taqueria, Vienna Beef Factory Store, Ramova Grill & Taproom, GREEK PRIME"
882664cf03fffff,grocery,1,1,convenience,BP Shop
882664cf03fffff,health,1,1,clinic,Fresenius Kidney Care
882664cf03fffff,nightlife,2,1,"bar, bar","Shinnick’s Pub, Schaller's Pump"
882664cf03fffff,services,2,2,"hairdresser, post_depot","Antonia's Beauty Salon, UPS Morgan Street Center"
882664cf03fffff,shopping,1,1,collector,Bridgeport Hobby Sports Cards
882664cf03fffff,transport,4,2,"bicycle_rental, bicycle_rental, bicycle_rental, fuel","Halsted St & 35th St, Halsted St & 37th St, Morgan St & Pershing Rd, BP"
882664cf05fffff,automotive,1,1,car_parts,O'Reilly Auto Parts
882664cf05fffff,civic_community,1,1,fire_station,Chicago Fire Department Engine Company 39
882664cf05fffff,finance,1,1,bank,Pacific Global Bank
882664cf05fffff,food_drink,6,2,"fast_food, restaurant, fast_food, fast_food, fast_food, fast_food","Domino's, Slice Factory, Burger King, Popeyes, White Castle, Dunkin'"
882664cf05fffff,grocery,1,1,supermarket,Mariano's Fresh Market
882664cf05fffff,health,1,1,clinic,
882664cf05fffff,nightlife,1,1,bar,One City Tap
882664cf05fffff,shopping,10,9,"doityourself, variety_store, mobile_phone, paint, mobile_phone, bed, nutrition_supplements, hairdresser_supply, pet, telecommunication","Bridgeport Ace Hardware, Dollar Tree, Boost Mobile, Sherwin-Williams, T-Mobile, Mattress Firm, GNC, Sally Beauty, Pet Supplies Plus, Xfinity"
882664cf05fffff,transport,1,1,bus_station,Ashland Orange Line Station
882664cf07fffff,entertainment,1,1,arts_centre,Bridgeport Art Center
882664cf07fffff,food_drink,2,1,"cafe, cafe","Base Community Cafe, Iron Café"
882664cf07fffff,nightlife,1,1,pub,Marz Community Brewing
882664cf07fffff,services,1,1,post_depot,Amazon DXH5 Delivery Station
882664cf07fffff,shopping,1,1,flooring,Midwest Carpet & Flooring
882664cf07fffff,transport,1,1,bicycle_rental,Racine Ave & 35th St
882664cf09fffff,automotive,4,1,"car_repair, car_repair, car_repair, car_repair","Tony's Auto Center, Car One Complete Auto Repair, Jiffy Lube, Alex & A Auto Repair"
882664cf09fffff,civic_community,5,3,"place_of_worship, police, place_of_worship, place_of_worship, social_facility","Victory Bible Church, Chicago Police Department 9th District, First Lutheran Church of the Trinity, Central Assembly of God Church, Senior Suites of Bridgeport"
882664cf09fffff,education,5,2,"school, school, prep_school, school, school","Trinity School, Special Religious Education Division (SPRED), Smart Kids Digital Tutoring Center, Healy Elementary School"
882664cf09fffff,finance,2,1,"bank, bank","NuMark Credit Union, Marquette Bank"
882664cf09fffff,food_drink,12,4,"fast_food, fast_food, cafe, restaurant, fast_food, fast_food, restaurant, restaurant, ice_cream, restaurant, cafe, fast_food","Subway, McDonald's, Jackalope Coffee & Tea House, Han 202 Restaurant, Little Caesars, Wingstop, Potsticker House, Fabulous Freddies Italian Eatery, Runaway Cow, Uncle Zhang Chinese Cusine, Starbucks, Dunkin'"
882664cf09fffff,grocery,4,3,"bakery, supermarket, convenience, convenience","Impallaria Bakery & Deli, Cermak Fresh Market, BP Shop"
882664cf09fffff,health,1,1,pharmacy,CVS Pharmacy
882664cf09fffff,leisure_sports,1,1,video_games,GameStop
882664cf09fffff,services,1,1,massage,Tokyo Spa
882664cf09fffff,shopping,7,4,"bicycle, chemist, tobacco, mobile_phone, mobile_phone, chemist, mobile_phone","Blue City Cycles, Walgreens, Smoker Zone Chicago, T-Mobile, Verizon, CVS Pharmacy, AT&T"
882664cf09fffff,transport,6,2,"bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, fuel, fuel","Emerald Ave & 28th St, Emerald Ave & 31st St, Wallace St & 28th St, Parnell Ave & 31st St, VP Fuels, BP"
882664cf0bfffff,civic_community,3,3,"fire_station, social_centre, social_facility","Chicago Fire Department Engine Company 29, Mark White Square VFW Post, Boys & Girls Club"
882664cf0bfffff,education,2,2,"library, school","Richard J. Daley Branch Library, Minnie Miñoso Academy"
882664cf0bfffff,finance,2,2,"bank, atm",Citibank
882664cf0bfffff,food_drink,7,2,"restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, fast_food","Min’s Noodle House, Buffalo Wings & Rings, Four Seasons Dumplings, Happy Lamb Hot Pot, George's Gyros, JM Seafood Restaurant, 35th Street Red Hots"
882664cf0bfffff,grocery,1,1,bakery,El Churrito Rojas
882664cf0bfffff,health,1,1,dentist,Lee Orthodontics
882664cf0bfffff,nightlife,1,1,bar,Mitchell's Tap
882664cf0bfffff,services,1,1,post_office,The UPS Store
882664cf0bfffff,shopping,9,9,"books, pet, jewelry, tobacco, music, variety_store, furniture, clothes, hardware","Tangible Books, Bark N' Bites, Oscar and Sons Jewlers, Smokey's Smoke Shop, Bridgeport Records, Family Dollar, Romo Mattress and Furniture, Grandstand, Joe Harris Paint & True Value Hardware Store"
882664cf0bfffff,transport,1,1,bicycle_rental,Wallace St & 35th St
882664cf0dfffff,civic_community,3,3,"fire_station, place_of_worship, social_facility","Chicago Fire Department Engine Company 28, Saint Barbara Roman Catholic Church, Archer Avenue Senior Residences"
882664cf0dfffff,education,2,1,"school, school","Saint Barbara Grammar School, Holden Elementary School"
882664cf0dfffff,finance,1,1,bank,People's Bank
882664cf0dfffff,food_drink,2,2,"coffee, restaurant","Ctrl Z Coffee, The Duck Inn"
882664cf0dfffff,grocery,1,1,bakery,Fat Peach Bakery
882664cf0dfffff,nightlife,1,1,bar,Bridgeport Inn
882664cf0dfffff,shopping,1,1,florist,Chicago Flower Exchange
882664cf0dfffff,transport,1,1,bicycle_rental,Loomis St & Archer Ave
882664cf11fffff,automotive,1,1,car_wash,Adam’s Ultimate Carwash
882664cf11fffff,education,3,1,"school, school, school","Bronzeville Classical School, Hendricks Elementary School, Chicago Kids Klub"
882664cf11fffff,food_drink,2,1,"fast_food, fast_food","Nicky's Gyros, Subway"
882664cf11fffff,grocery,3,1,"convenience, convenience, convenience","BP Shop, Citgo, BP Shop"
882664cf11fffff,transport,4,2,"bicycle_rental, fuel, fuel, fuel","Shields Ave & 43rd St, BP, Citgo, BP"
882664cf13fffff,civic_community,7,1,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship","Progressive Community Church, St. Paul Church of God in Christ, Omega Missionary Baptist Church, Church of The Living God CWFF, Al Sadiq Mosque, United House of Prayer for All People, Saint Paul Christian Methodist Episcopal Church"
882664cf13fffff,education,2,1,"school, school",Beethoven Elementary School
882664cf13fffff,food_drink,4,3,"cafe, ice_cream, fast_food, fast_food","Sip & Savor, Shawn Michelle's Homemade Ice Cream, Tony's Carryout, Kennedy Fish & Chicken"
882664cf13fffff,grocery,5,4,"bakery, convenience, supermarket, butcher, convenience","Pookie Crack Cakes, Adom African Market, Parker House Sausage Company, BP Shop"
882664cf13fffff,services,2,2,"hairdresser, beauty","Africa Hair Braiding, Baby Beauty Bar"
882664cf13fffff,transport,1,1,fuel,BP
882664cf15fffff,automotive,2,2,"car_repair, car_wash",Stokes Auto Service
882664cf15fffff,civic_community,1,1,place_of_worship,Union Avenue United Methodist Church
882664cf15fffff,education,1,1,library,Canaryville Branch Library
882664cf15fffff,entertainment,2,1,"artwork, artwork","Canaryville, Bridgeport"
882664cf15fffff,food_drink,2,2,"fast_food, restaurant","Takito Grill, Pizza Nova Express"
882664cf15fffff,grocery,3,3,"alcohol, convenience, bakery","Bravo Food and Liquor, Clark's Pump-N-Shop, Bake for Me"
882664cf15fffff,health,1,1,clinic,DaVita Dialysis
882664cf15fffff,nightlife,1,1,bar,Village Inn
882664cf15fffff,services,4,4,"beauty, hairdresser, storage_rental, post_office","INail, Joe's Barbershop, Extra Space Storage, Stockyards Post Office"
882664cf15fffff,transport,2,2,"bicycle_rental, fuel","Union Ave & Root St, Clark"
882664cf17fffff,automotive,1,1,car_repair,City Tire and Auto Repair
882664cf17fffff,civic_community,3,1,"place_of_worship, place_of_worship, place_of_worship","Saint Gabriel's Catholic Church, Fellowship Missionary Baptist Church"
882664cf17fffff,education,1,1,school,Saint Gabriel School
882664cf17fffff,entertainment,1,1,artwork,Melville Fuller
882664cf17fffff,food_drink,1,1,fast_food,Petey's
882664cf17fffff,nightlife,1,1,pub,Kelly's Tavern
882664cf17fffff,transport,1,1,bicycle_rental,Princeton Ave & 47th St
