h3_index,poi_cat_automotive,poi_cat_civic_community,poi_cat_education,poi_cat_entertainment,poi_cat_finance,poi_cat_food_drink,poi_cat_grocery,poi_cat_health,poi_cat_leisure_sports,poi_cat_lodging,poi_cat_nightlife,poi_cat_services,poi_cat_shopping,poi_cat_transport
882664d9b1fffff,1,2,3,6,5,14,4,2,0,0,2,7,6,3
882664d9b3fffff,1,3,2,0,3,3,1,0,0,0,3,3,4,2
882664d9b5fffff,2,1,1,0,0,0,3,3,0,0,2,4,2,3
882664d9b7fffff,0,2,1,0,2,4,2,3,0,0,0,2,4,1
882664d9b9fffff,0,3,0,0,0,1,1,1,0,0,1,0,1,0
882664d9bbfffff,1,2,0,0,2,6,5,1,0,0,1,2,1,3
882664d9bdfffff,3,3,2,1,3,7,2,5,0,0,3,2,4,2
882664d9d1fffff,0,3,3,0,0,2,0,0,0,0,0,0,2,0
882664d9d3fffff,0,3,0,0,0,4,0,0,2,0,0,0,0,2
882664d9d5fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,1
882664d9d7fffff,2,2,1,3,1,5,1,0,0,0,1,2,2,4
882664d9dbfffff,4,5,2,0,1,18,3,3,0,3,0,5,9,1
882664d9e1fffff,0,2,2,1,0,0,0,0,0,0,0,0,0,0
882664d9e3fffff,0,2,2,1,1,6,4,2,0,0,0,7,9,1
882664d9e5fffff,0,3,0,0,0,1,0,0,0,1,0,0,0,0
882664d9e7fffff,0,3,0,1,0,0,0,0,0,0,0,0,0,1
882664d9edfffff,0,0,0,0,0,0,0,0,0,0,0,1,0,0
882664daa7fffff,0,2,1,0,0,1,1,0,0,0,0,1,0,2
8827593403fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8827593407fffff,0,2,0,0,0,0,0,0,0,0,0,0,0,0
882759340bfffff,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8827593413fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8827593415fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8827593417fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8827593419fffff,0,0,0,0,0,1,1,0,0,0,0,0,0,16
882759341bfffff,0,0,0,0,0,0,0,0,0,0,0,0,0,4
882759341dfffff,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8827593429fffff,0,0,0,0,0,0,0,0,0,0,1,0,0,0
882759342bfffff,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8827593433fffff,0,2,0,0,0,4,0,0,0,0,2,0,0,0
8827593437fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882759343bfffff,0,3,0,1,0,2,2,0,0,0,0,0,3,2
88275934a9fffff,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88275934c5fffff,0,2,0,0,0,0,2,0,0,0,0,0,0,0
88275934cbfffff,0,0,0,0,0,1,0,0,0,1,0,0,0,0
88275934d1fffff,0,0,0,0,0,0,0,0,4,0,0,0,0,0
88275934d3fffff,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88275934d9fffff,0,1,1,0,1,0,2,0,0,0,0,1,0,0
88275934ddfffff,0,2,0,0,0,0,0,0,0,0,0,0,0,0
88275934e1fffff,0,1,0,0,0,1,0,0,0,0,1,0,1,0
88275934e7fffff,0,1,0,0,0,0,0,0,0,0,0,1,0,1
88275934e9fffff,0,1,0,1,6,22,8,0,0,0,4,12,8,0
88275934edfffff,0,33,0,2,18,72,14,4,0,1,13,25,43,9
88275935dbfffff,0,0,0,0,0,0,0,0,0,0,0,3,0,0
8827593683fffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882759368bfffff,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8827593691fffff,2,2,1,0,0,5,2,0,0,0,0,0,1,3
8827593693fffff,1,2,1,0,4,5,3,1,0,0,0,0,4,0
8827593695fffff,0,1,2,0,0,0,0,1,0,0,0,0,1,0
8827593697fffff,0,2,2,0,0,0,0,0,0,0,0,0,0,0
8827593699fffff,0,5,1,0,0,0,0,0,0,0,0,0,0,0
882759369bfffff,0,2,0,1,0,2,0,0,0,0,0,0,0,0
882759369dfffff,0,2,2,0,0,0,0,1,0,0,0,0,0,0
88275936a3fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88275936b1fffff,0,1,0,0,0,2,1,0,0,0,0,0,0,1
88275936b3fffff,0,1,2,0,1,0,0,0,0,0,0,0,0,0
88275936b5fffff,0,0,0,0,0,0,0,0,3,0,0,0,0,0
88275936b7fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88275936b9fffff,0,0,0,0,1,2,0,0,0,2,1,0,0,1
88275936bbfffff,0,2,1,0,0,0,0,1,0,0,0,0,0,0
88275936bdfffff,0,0,0,1,0,0,0,0,0,2,0,0,0,0
88275936c3fffff,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88275936cbfffff,0,0,1,0,0,2,0,0,0,0,0,0,0,0
88275936d1fffff,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88275936d3fffff,2,1,4,0,2,3,1,3,0,0,4,3,3,0
88275936d5fffff,0,1,1,0,0,4,0,0,0,0,1,0,1,0
88275936d7fffff,0,1,0,0,3,3,1,0,0,0,0,3,1,1
88275936dbfffff,0,0,0,0,0,1,1,0,1,0,0,0,0,1
88275936ddfffff,1,1,1,0,0,4,0,0,0,0,0,1,0,0
