h3_index,poi_count,count_poi_types,poi_type_list,poi_list
882664ca9dfffff,38,23,"school, artwork, fast_food, restaurant, bicycle_rental, artwork, clothes, bar, restaurant, artwork, artwork, fast_food, cafe, bar, doctors, doctors, doctors, doctors, doctors, bar, social_facility, pub, restaurant, fast_food, valet_parking, clinic, university, fast_food, place_of_worship, pub, convenience, car_wash, hotel, events_venue, college, fuel, shelter, taxi","Chicago Graphic Arts Institute, Au Bon Pain, SoJu BBQ, Malcolm X College, Michael Jordan, Madhouse Team Store, Mad West & Atrium Bar, Queenie's Supper Club, Stanislaw ""Stan"" Mikita, Robert Marvin ""Bobby"" Hull, Su Taqueria El Rey Del Taco, FROTH, Bunker, RUSH Pediatric Primary Care, Autism Assessment, Research, Treatment & Services Center, RUSH Adult and Pediatric Primary Care, RUSH Behavioral Medicine, RUSH Behavioral Medicine, The Barn Hockey Bar, Erie Neighborhood House, Park Tavern, Ricano’s, La Lagartija, Emergancy Entrance, Rush University, Church's Chicken, Christ Temple Apostolic Faith Church, Billy Goat Tavern & Grill, Papo's Express, BP, Hotel Chicago West Loop, Epiphany Center for the Arts, Malcolm X College, BP, Uber Zone"
882664caa1fffff,20,14,"artwork, artwork, restaurant, bar, information, hairdresser, cafe, bicycle_rental, school, shelter, place_of_worship, childcare, fuel, school, shelter, gift, convenience, bicycle_rental, shelter, shelter","Robert Burns Memorial, Lincoln the Rail-Splitter, Inspiration Kitchens, Lakeside Bar, Garfield Park, The Shop Barber Co., Semaphore Cafe, Central Park Ave & Washington Blvd, Al Raby High School, Garfield Park Bandstand, Philadelphia Missionary Baptist Church, YMCA Child Care, Falcon, Providence Saint Mel High School, Garfield Conservatory Gift Shop, Falcon, Conservatory Dr & Lake St"
882664caa3fffff,18,11,"school, place_of_worship, place_of_worship, courthouse, bicycle_rental, bicycle_rental, bicycle_rental, fuel, convenience, police, place_of_worship, place_of_worship, variety_store, clinic, shelter, hospital, shelter, place_of_worship","Saint Philip Basilica High School, Chicago Christian Church, The Tree of Life Church of Christ, Cook County Municipal Court, Central Park Blvd & 5th Ave, Kedzie Ave & Harrison St, Kedzie Ave & Jackson Blvd, Citgo, Citgo, Chicago Police Department 11th District, People's Church of the Harvest, First Church of the Brethren, Family Dollar, Fresenius Kidney Care, RML Specialty Hospital, Spirit of Truth Church"
882664caa5fffff,38,21,"school, school, place_of_worship, place_of_worship, beauty, bicycle_rental, convenience, shoes, bank, shoes, mobile_phone, clothes, clothes, bank, convenience, furniture, clinic, restaurant, fire_station, post_office, place_of_worship, community_centre, place_of_worship, clothes, shoes, place_of_worship, place_of_worship, bank, fast_food, money_transfer, fuel, car_wash, shoes, library, school, bicycle_rental, shelter, shelter","Debbies School of Beauty Culture, Bethel Lutheran School, Greater Mount Nebo Baptist Church, Pentecostal House of Prayer, Star Nails, Karlov Ave & Madison St, Mobil Mart, Foot Locker, BMO, Kids Foot Locker, Metro by T-Mobile, DTLR, DTLR, U.S. Bank, Pulaski & Lake Food Mart, West Town Liquidators, Westside Community Triage & Wellness Center, Taste Buds, Chicago Fire Department Engine Company 95, Mary Alice Henry Post Office, Bethel Lutheran Church, Off The Street Club, Keystone Baptist Church, Rainbow, Foot Locker, St. Michael MB Church, Saint Barnabas Episcopal Church, Chase, White Castle, Western Union, Mobil, Mobil, Snipes, Henry E. Legler Regional Library, Tilton Elementary School, Pulaski Rd & Lake St"
882664caa7fffff,14,8,"place_of_worship, place_of_worship, place_of_worship, bicycle_rental, convenience, convenience, information, fuel, supermarket, fuel, place_of_worship, fast_food, school, school","Olivet United Methodist Church, New Morning Star Missionary Baptist Church, Greater Star Missionary Baptist Church, Pulaski Rd & Congress Pkwy, Citgo, BP Shop, Garfield Park, Citgo, Save-A-Lot, BP, Greater Rock Missionary Baptist Church, Jerk Taco Man, Genevieve Melody Elementary School, Leif Ericson Scholastic Academy"
882664caa9fffff,22,13,"school, cafe, gallery, convenience, bar, bicycle_rental, alcohol, clinic, clinic, social_facility, art, gallery, school, fire_station, place_of_worship, place_of_worship, school, social_facility, school, social_facility, shelter, clinic","Saint Mathews School, Bridge Cafe, 345 Gallery, Three Stars Food Market, Rooster’s Place, Sacramento Blvd & Franklin Blvd, Franklin Super Foods & Liquors, PCC Clinic at The Boulevard, LCHC at Garfield Park FamilyPlex, Breakthrough Fresh Market, Goldfinch Gallery, Julius Caesar Chicago, Polaris Charter Academy, Chicago Fire Department Engine Company 44, Central Memorial Missionary Baptist Church, New Tabernacle of Faith, George Westinghouse College Prep, Hope Manor I, Morton School of Excellence, Breakthrough Urban Ministries FamilyPlex, DaVita Dialysis"
882664caabfffff,30,10,"place_of_worship, school, place_of_worship, bicycle_rental, electronics, mobile_phone, social_facility, bicycle_rental, shelter, place_of_worship, place_of_worship, school, school, school, place_of_worship, place_of_worship, money_transfer, place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, variety_store, school, garden_centre, shelter, shelter, shelter, shelter, shelter","Mission Unlimited Church of God in Christ, Our Lady of Sorrows School, Rose of Sharon Community Baptist Church, Kedzie Ave & Lake St, Essannay Show It, Boost Mobile, Covenant House, Troy St & Jackson Blvd, Shiloh Missionary Baptist Church, Monroe Street Church of Christ, Jacob Beidler Elementary School, Faraday Elementary School, Marshall Metro High School, Walls Memorial Christian Methodist Episcopal Church, Mount Sinai Baptist Church, Western Union, New Greater Exodus Missionary Baptist Church, Saint Joseph Baptist Church, New Greater Saint John Missionary Baptist Church, Our Lady of Sorrows Basilica, Willa Cather Elementary School, Dollar Tree, City Escape Garden Center and Design Studio"
882664caadfffff,28,9,"artwork, artwork, artwork, artwork, bicycle_rental, information, restaurant, information, information, information, information, information, information, information, information, information, artwork, information, information, information, information, place_of_worship, social_facility, place_of_worship, place_of_worship, school, hospital, community_centre","Bulls with Maidens (World's Fair Bulls), Bulls with Maidens (World's Fair Bulls), Idyl, Central Park Ave & Ohio St, Momentum Coffee, How to Read a Plant Label, Photosynthesis: Making Sugar from the Sun, Fern Room, Life Cycle of a Fern, Landscape Art Under Glass, Plants and People, Green Scene, Humongous Houseplants, Resilience Over Time, Persian Lilies, Amazing Adaptations, A Tree with Only Two Leaves, Function Follows Form, Boojum Tree, First Divine Providence Church, Senior Suites of West Humboldt Park, Good News Community Baptist Church, New Vision Non Denominational Church, Laura S. Ward Elementary School, Garfield Park Behavioral Hospital, Community Room"
882664cab1fffff,22,11,"school, place_of_worship, place_of_worship, place_of_worship, place_of_worship, bicycle_rental, place_of_worship, mobile_phone, bank, clinic, restaurant, cafe, clinic, school, social_facility, fire_station, place_of_worship, place_of_worship, place_of_worship, hospital, social_facility, social_facility","Shepard School, Gods Miracle Temple of Christ, Saint Luke Church of God in Christ, Holy Temple True Church of Christ, Saint Marks Lutheran Church, Fairfield Ave & Roosevelt Rd, Light of the World Baptist Church, Boost Mobile, Wintrust Bank, One Lawndale Community Care & Surgery Center, Ja’Grill, Momentum Coffee, Chicago VA Clinic, Chalmers Elementary School, A Safe Haven Foundation, Chicago Fire Department Engine Company 107, Healing Temple Church of God in Christ, Free Will Missionary Baptist Church, Solid Rock MB Church, Schwab Rehabilitation Hospital, Rauner Family Veteran Studios"
882664cab3fffff,63,8,"wholesale, bicycle_rental, studio, shelter, restaurant, shelter, studio, studio, hospital, school, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, place_of_worship, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio, studio","Central Baking Supplies, Washtenaw Ave & Ogden Ave, Cinespace Main South Studio Building, Don's Grill, Cinespace Main North Studio Building, Cinespace Main Center Studio Building, Mount Sinai Hospital, Plamondon Elementary School, Cinespace Chicago Film Studios, Stage 2, Stage 7, Stage 9, Stage 8, Stage 1, Stage 15, Stage 4, Stage 14, Stage 3, Stage 6, Stage 18, Stage 43, Stage 17, Stage 20, Stage 32, Stage 42, Stage 22, Stage 34, Stage 33, Stage 23, Stage 16, Stage 40, Stage 19, Stage 47, Stage 41, Stage 39, Stage 24, Stage 21, Mount Bethlehem Missionary Baptist Church, Stage 5, Stage 10, Stage 11, Stage 12, Stage 13, Stage 28, Stage 27, Stage 26, Stage 25, Stage 36, Stage 35, Stage 44, Stage 31, Stage 30, Stage 29, Stage 37, Stage 38, Stage 51, Stage 50, Stage 49, Stage 48, Stage 46, Stage 45"
882664cab5fffff,21,9,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, bicycle_rental, car_parts, clothes, fast_food, fast_food, bank, bicycle_rental, bicycle_rental, school, supermarket, police, place_of_worship, place_of_worship, fast_food, school, school","Greater Thyatiya Missionary Baptist Church, Instant Deliverance Church of God in Christ, Saint Anthony Spiritual Church, Temple of Christ, Sears YMCA Day Care Center, Kedzie Ave & Roosevelt Rd, O'Reilly Auto Parts, Rainbow, Subway, Taco Bell, PNC Bank, Whipple St & Roosevelt Rd, Homan Ave & Fillmore St, LEARN Romano Butler Campus, Freshway Market, Homan Square, Christian Valley Baptist Church, Greater Open Door Baptist Church, McDonald's, Collins Academy High School, Joseph Kellman Corporate Community Elementary School"
882664cab7fffff,16,6,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, place_of_worship, bicycle_rental, bicycle_rental, bicycle_rental, artwork, information, school, information, place_of_worship, school, shelter","New Bethel Temple United Methodist Church, Church of the Lord Jesus Christ of the Apostolic Faith, Revelation Church of God in Christ, Saint Agatha's Roman Catholic Church, Saint Agatha's School, Holy Sanctuary Community Church, Albany Ave & 16th St, Albany Ave & Douglas Blvd, California Ave & 16th St, Douglass Park, North Lawndale College Prep - Collins, Route 66, Greater Christian Fellowship Missionary Baptist Church, Johnson Elementary School, West Pergola"
882664cab9fffff,11,9,"place_of_worship, bar, bicycle_rental, bicycle_rental, fast_food, convenience, coffee, school, shelter, school, car","Precious Blood Roman Catholic Church, The Slide Bar, Western Ave & Fillmore St, Western Ave & Congress Pkwy, Damenzo's Pizza, Muse Coffee Studio, Washington Irving Elementary School, Precious Blood School"
882664cabbfffff,24,12,"fast_food, restaurant, restaurant, bakery, bakery, restaurant, bicycle_rental, cannabis, school, restaurant, restaurant, courthouse, fast_food, fast_food, fuel, convenience, convenience, car_wash, social_facility, fast_food, place_of_worship, fuel, fast_food, social_facility","Burger King, EL Ideas, Jarabe- Mexican Street Food, K-suerte Cookies & Cards, Original Ferrara Bakery, Bacci Pizzeria, Ogden Ave & Roosevelt Rd, Zen Leaf, Nancy B. Jefferson Alternative School, Taco Pros, Jerky Jerk, Cook County Juvenile Court, KFC, White Castle, Shell, Mobil Mart, Shell, Mobil, Children's Advocacy Center, Lulu's Hot Dogs, Holy Cross Baptist Church, Mobil, McDonald's"
882664cabdfffff,32,14,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, school, place_of_worship, garden_centre, clinic, arts_centre, clothes, bicycle_rental, bicycle_rental, kindergarten, social_facility, restaurant, car_wash, school, place_of_worship, place_of_worship, place_of_worship, restaurant, social_facility, convenience, fuel, shelter, school, social_facility, school, convenience, fuel","Light House Gospel Missionary Baptist Church, Mars Hill Missionary Baptist Church, Greater Mount Zion Baptist Church, Emanuel Church of God in Christ, Mary F Butler Memorial African Methodist Episcopal Church, Good Hope Freewill Baptist Church, Saint Francis Cabrini Learning Center, Zion Travelers Missionary Baptist Church, Herban Produce, The Encompassing Center, Art West Chicago, Fort Maner, Mozart St & Jackson Blvd, Sacramento Blvd & Polk St, Dorie Miller Child Parent Center, Deborah's Place, Joe Willie's, BP, LEARN Charles and Dorothy Campbell Campus, Pleasant Grove Baptist Church, The Holy Trinity Baptist Church, Saint Francis Cabrini Roman Catholic Church, Vince & Pat Foglia Family & Youth Center, Marathon, Marathon, Manley High School, Jensen Elementary Scholastic Academy, BP Shop, BP"
882664cac1fffff,213,52,"place_of_worship, restaurant, restaurant, restaurant, florist, bicycle_rental, bicycle_rental, restaurant, bicycle_rental, cafe, pub, restaurant, cafe, restaurant, restaurant, artwork, restaurant, bar, restaurant, cafe, bar, music, restaurant, restaurant, restaurant, clothes, florist, hostel, greengrocer, hifi, books, atm, restaurant, second_hand, clothes, music, clothes, bar, clothes, shoes, shoes, shoes, clothes, clothes, optician, ice_cream, houseware, clothes, clothes, bakery, pawnbroker, clothes, clothes, shoes, restaurant, art, restaurant, clothes, clothes, restaurant, dry_cleaning, restaurant, dry_cleaning, alcohol, bag, restaurant, beauty, cannabis, wine, clothes, restaurant, restaurant, bank, restaurant, beauty, dry_cleaning, fast_food, fast_food, dentist, beauty, shoes, restaurant, restaurant, mobile_phone, watches, fast_food, clothes, dry_cleaning, tobacco, tyres, tobacco, hairdresser, restaurant, restaurant, restaurant, tobacco, fast_food, restaurant, restaurant, restaurant, restaurant, bakery, coffee, bar, bar, restaurant, cafe, pastry, cafe, bar, restaurant, restaurant, cafe, restaurant, bar, bar, cafe, bar, bank, dry_cleaning, cafe, restaurant, fast_food, restaurant, pet, second_hand, restaurant, fashion_accessories, post_office, beauty, information, information, information, information, bank, cafe, fast_food, restaurant, dry_cleaning, restaurant, beauty, hairdresser, fast_food, cafe, fast_food, clinic, fashion_accessories, fast_food, shoes, restaurant, clothes, restaurant, clothes, tattoo, beauty, clothes, restaurant, pub, restaurant, fast_food, restaurant, books, cafe, clinic, massage, cafe, clothes, clothes, clothes, ice_cream, bank, bicycle_rental, clothes, bar, ice_cream, cafe, cafe, alcohol, cafe, bank, school, pub, fast_food, restaurant, pub, pharmacy, bar, hairdresser, restaurant, restaurant, bar, place_of_worship, clothes, kindergarten, restaurant, restaurant, bakery, dry_cleaning, books, restaurant, veterinary, fast_food, nightclub, bar, restaurant, cannabis, shelter, shelter, school, shelter, shelter, shelter, shelter","Rehoboth Christian Church, Sultan's Market, Milk and Honey Cafe, Piece Brewery & Pizzeria, Asrai Garden, Damen Ave & Pierce Ave, Wood St & Milwaukee Ave, Brü Chicago, Damen Ave & Division St, Sarima Cafe, Nick’s Beer Garden, The Bongo Room, La Colombe Coffee Roasters, The Wormhole Coffee, Antique Taco, Charles Gustavus Wicker, Dove's Luncheonette, Rainbo Club, Seoul Stick, Stan's Donuts & Coffee, Blue Line Lounge & Grill, Reckless Records, Mirai Sushi, El Bagel Cafe, Whadda Jerk, Penelope's, Cattails, IHSP Chicago Hostel, Go Grocer, Decibel Audio, Myopic Books, Chase, Taxim, 2nd STREET, Carhartt, The Exchange, Una Mae's, Little Olive Lounge, Levi's, Dr. Martens, Steve Madden, Saint Alfred, G-Star Raw, Crossroads Trading Co., Urban Eyecare, Red Mango, Goldblatt Sewing Machines, Vintage Underground, Ragstock, Artemio's Bakery, Cash America Pawn, Free People, Buffalo Exchange, Endless Supply, Nori, Jackson Junge Gallery, Oiistar, Transit Tees, Futurgarb, The Tamale Spaceship, Craft Pizza, Wicker Park Cleaners, D&D Liquors, Flight 001, Lou Malnati's Pizzeria, Wicked Nails, THC by Chitiva Wicker Park Bucktown, Liquor Park, Akira Men, Amaru, Pasta Bowl, Chase, 5411 Empanadas - Wicker Park, Asia Nails, U.S. Cleaners, Flash Taco, Underdog, Trim, Tom's, Enso Sushi & Bar, Dimo's Pizza, AT&T, Shinola, Potbelly, Lululemon, Fame Cleaners, SmokeTimes, Tire Shop, Wicker Park Tobbaconist, Winchester Club, Phodega, Via Carducci, Shawarma Garden, Genie Smoke Shop, Café Istanbul, Urbanbelly, Clever Rabbit, Paradise Park, Paulie Gee's, Brobagel, Caffe Gelato, Dorian’s, Easy Bar, En Hakkore 2.0, Volumes Bookcafe, Insomnia Cookies, Red Square Cafe And Lounge, The Revel Room, Sushi Taku, Takito Kitchen, Toms Roasting Co, Elia, The Flat Iron, Whiskey Business, Kanela Breakfast Club, No Bones Beach Club, Belmont Bank & Trust, Cleaners On Division, Typica Cafe, Meraki Room, Jimmy John's, Seoul Taco, Doggy Style Pet Shop, CEA Estate Sale Finds & Consignments, World Nutrition, Mulberry & Me, The UPS Store, Epoch Salon, Chase, Cafe Robey, Salt Burgers + Fries, Bourbon On Division, Pure Cleaners, Sunshine Daydream, The Ordinary, Fringe / A Salon, Taco Bell, Uni Uni Bubble Tea, Devil Dawgs Wicker Park, Kindbody (formerly Vios), Topdrawer, Sweetgreen, Supreme, Tacombi, Adidas Originals, rumi Middle Eastern Grill, Free People, Metamorph Tattoo studios, Mojo Spa, store B vintage, CAVA, The Perch Kitchen and Tap, Little Wok, Cheba Hut ""Toasted"" Subs, Janik's Cafe, Barnes & Noble, Colectivo Coffee, Midwest Express Clinic, Massage Envy, Foxtrot Market, Past Studies, Demolition Collective, Round Two, Jeni's Splendid Ice Creams, Wells Fargo, Damen Ave / Wicker Park Ave, Abercrombie & Fitch, Valedor, Van Leeuwen Ice Cream, Discourse Coffee Workshop, Oro Chocolate & Coffee, Liquor Park, Tap Tea, Byline Bank, Pritzker Elementary School, Fatpour Tap Works, Harold's Chicken Shack, Bigsuda, Emporium Arcade Bar, Walgreens, Davenport's, Floyd's 99 Barbershop, Cumin, Ina Mae Tavern & Packaged Goods, Swig, Wicker Park Lutheran Church, Urban Outfitters, Guidepost Montessori, Big Star, Bloom Plant Based Kitchen, Mindy’s Bakery, Express Cleaners, Quimby's, Pierogi Kitchen, Bodega Bay Chicago, Subterranean, Estelle's, Chop Shop, Elevated Minds"
882664cac3fffff,95,29,"bar, bar, bicycle_rental, bicycle_rental, bakery, restaurant, restaurant, pub, optician, alcohol, bar, bar, restaurant, hostel, cafe, cafe, pub, restaurant, beauty, clothes, restaurant, restaurant, hostel, restaurant, bar, restaurant, restaurant, restaurant, restaurant, restaurant, cafe, bakery, restaurant, cafe, bar, restaurant, restaurant, bar, restaurant, artwork, car_repair, hairdresser, clothes, greengrocer, gallery, gallery, optician, dentist, paint, optician, cafe, bicycle_rental, bicycle_rental, bicycle_rental, bicycle_rental, restaurant, fast_food, restaurant, spa, ice_cream, restaurant, restaurant, optician, cafe, ice_cream, cafe, bakery, ice_cream, restaurant, hairdresser, restaurant, cafe, cafe, restaurant, convenience, convenience, houseware, childcare, restaurant, restaurant, restaurant, bakery, restaurant, music, car_repair, restaurant, fuel, place_of_worship, place_of_worship, convenience, police, bar, restaurant, school, school","Nilda's Place, Innertown Pub, Ashland Ave & Augusta Blvd, Paulina St & Division St, Alliance Bakery, Bordel, The Boil Seafood, Mac's American Food & Drink, D/V Optical, Division Street Liquors, Gold Star Bar, Bangers & Lace, Alegrias Seafood Chicago, Holiday Jones, Mano Modern Cafe, Starbucks, Anthem, Lilac Tiger, Ruby Room, Trillium, Doña Naty's Tacos, Alexandra's place, JJ Thai Street Food, Forbidden Root Restaurant & Brewery, Yuzu Sushi + Robata Grill, Brasero, Dell’s Rooster, Bonchon Chicken, Sabroso! Mexican Grill, Starfruit Cafe, Sweet Delights, Temporis, Tropikava, Zakopane, Kimchi Pop, Tai Nang, Ola’s Liquor, 5411 Empanadas - Division, Shit Fountain, Chicago Auto Repair Service Inc., Volume Hair Salon, Alcala's Western Wear, Epic Spices, Western Exhibitions, Rhona Hoffman Gallery, Pearle Vision, East Village Dental, C.G. Floor Finishes and Paint Supply, Coco Ice Cream, Wood St & Chicago Ave, Damen Ave & Thomas St (Augusta Blvd), Wood St & Augusta Blvd, Honore St & Division St, Tortello, Naty's Pizza, Koko's Mediterranean, Spa Social, Black Dog Gelato, Chicago Empanada Mama, The Coach House by Wazwan, Village Eyecare, Engine Coffee, La Flor Michoacana 3, Foxtrot Market, Tous les Jours, The Original Rainbow Cone, La Condesa, Greek Corner, Plenty Goods Cafe, Altar Cafe, Little Victories, Frutería y Carnicería San José, La Cuencanita, Altar Home, iLearn Center, Milly’s in the Pan, El Taco Veloz, Kasama, Bear Stewart Corporation, El Barco Mariscos, Dusty Groove, Augusta & Paulina Auto Repair, Pizza Metro, Shell, Saint Stephen King of Hungary Roman Catholic Church, Saint George Orthodox Cathedral, Shell, Cook County Sheriff's Central Warrants Division, Phyllis' Musical Inn, Parlor Pizza Bar, Wells Community Academy High School, LaSalle II Magnet School"
882664cac5fffff,59,31,"place_of_worship, place_of_worship, bicycle_rental, bicycle_rental, restaurant, restaurant, restaurant, atm, furniture, art, restaurant, cafe, car_parts, fast_food, video_games, dentist, pub, tattoo, restaurant, electronics, furniture, bureau_de_change, restaurant, bakery, restaurant, restaurant, convenience, cafe, cafe, information, ice_cream, restaurant, restaurant, restaurant, childcare, fire_station, place_of_worship, clinic, place_of_worship, place_of_worship, place_of_worship, paint, fuel, laundry, clinic, pharmacy, alcohol, car_wash, school, school, place_of_worship, school, car_parts, social_facility, fast_food, hospital, fast_food, convenience, school","Rockwell Baptist Church, Church of the Comforter, Campbell Ave & North Ave, Claremont Ave & Hirsch St, Handlebar, Thai Lagoon, Rangoli, Chase, An Orange Moon, Tom Robinson Gallery, So Gong Dong, Señor Pan Cafe, O'Reilly Auto Parts, Subway, GameStop, Dental Magic, West On North, Chicago True Blue Tattoo, Barbaro Taqueria, L&L Appliance Mart, North Avenue Collection, Check Express, 1492 Cuban Fusion, Bake, Bulerias Tapas Bar, Cup & Spoon, Shell, Drink Happy Thoughts, Sun Rey Cafe, Baskin-Robbins, Izakaya Shinya, Indian Paradise, Bon Bon Sandwiches, The Nook, Chicago Fire Department Engine Company 57, Sure Foundation Missionary Baptist Church, Mount Gilead Missionary Baptist Church, Saint Aloysius Roman Catholic Church, Saint George Belarusian Orthodox Church, Sherwin-Williams, Shell, Angelo Medical Clinic, Walgreens, La Junqueña, Jose de Diego Community Academy, Josephinum Academy of the Sacred Heart, Saint Paul Evangelical Lutheran Church, Sabin Magnet Dual Language School, AutoZone, Chicago Community Counseling Center, Dunkin', Saint Elizabeth Hospital, Chipotle, Circle K, Erie Elementary Charter School"
882664cac7fffff,71,30,"place_of_worship, place_of_worship, place_of_worship, school, school, place_of_worship, bar, bicycle_rental, laundry, music, restaurant, bar, bar, restaurant, cafe, restaurant, restaurant, restaurant, pub, pub, bar, pub, bar, restaurant, bar, restaurant, restaurant, bar, bar, cafe, deli, bicycle_rental, bicycle_rental, music_school, shelter, artwork, e-cigarette, hairdresser, events_venue, convenience, hairdresser, clinic, medical_supply, restaurant, doctors, restaurant, antiques, dry_cleaning, restaurant, beauty, fast_food, dentist, florist, toys, gallery, school, hospital, place_of_worship, place_of_worship, fast_food, place_of_worship, clinic, restaurant, bank, place_of_worship, place_of_worship, cafe, school, artwork, school, school","Miracle Healing Temple, Hoyne Avenue Wesleyan Church, New Hope Bible Church, Saint Mark Headstart Center, Saint Mary of Nazareth Hospital School of Nursing, San Marco United Presbyterian Church, J&M Tap, Western Ave & Division St, Village Laundry, Wild Prairie Vinyl & Vintage Clothing, Boeufhaus, Sportsman's Club, Stella's Tap, Enoteca Roma Ristorante, Letizia's Natural Bakery, Folklore, Mirella's Tavern, Thai Village, Innjoy, The Fifty/50, Blind Robin, Pub Royale, Queen Mary Tavern, Joey G's Mac 'N Cheese, EZ Inn, Silli Kori, Salsa Picante, Stella’s Sports Bar, The Empty Bottle, Kanela Breakfast Club, Rich’s Deli, Leavitt St & Division St, Western Ave & Walton St, Saint Nicholas School of the Arts, Blaze Chicago, Charisma Hair Studio, Create Your Space Studio, Amish & Healthy Foods, Rare Bird Beauties Studio, Specialized Forensic Unit PC, Total Home Health, Los 3 Compadres de Guerrero, Dr. Barbara Klempel M.D., Do-Over Diner, Olive Jewel Vintage & Antiques, Village Laundry Dry Cleaners, Pizza Friendly Pizza, BadazzNailzz Salon, Dunkin', 32 & U Dental, InFlorEscence, Building Blocks Toy Store, Patient Info, Roberto Clemente Community Academy, Saint Mary of Nazareth Hospital, Saint Nicholas Ukrainian Catholic Cathedral, Saint Volodymyr Ukrainian Orthodox Cathedral, Fatso's Last Stand, Saint Helen Catholic Church, Erie Family Health Center, New China Restaurant, Fifth Third Bank, Thai Buddhist Temple, Holy Trinity Orthodox Cathedral, Purple Llama, Ruth Bader Ginsburg Elementary School, Paseo Bourica Gateway Flags, Українська Католицька Школа Святого Миколая;Saint Nicholas Cathedral School, Saint Helen's School"
882664cac9fffff,52,26,"school, bar, restaurant, convenience, restaurant, bicycle_rental, e-cigarette, pub, viewpoint, clothes, music, cafe, beauty, bicycle_rental, restaurant, bar, restaurant, bicycle_rental, dentist, laundry, pub, beauty, social_centre, information, information, car_repair, restaurant, restaurant, bar, childcare, fast_food, social_facility, alcohol, storage_rental, car, school, school, school, car, car, place_of_worship, car, hotel, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter","Annunciation School, Lincoln Tavern, Club Lucky, Bucktown Market, Lucia’s Gourmet Italian Cuisine, Elston Ave & Cortland St, Level Vape, Bucktown Pub, Akira Chicago, Ave N Guitars, Gallery Cafe, Karyn's, Walsh Park, The Delta, Rory Lake’s Karaoke Dreams, etta, Paulina St & North Ave, Dente Complete Dentistry, Coin Laundry, Louie's Pub, H Med Spa, AMVETS FDR Post 923, Hollywood Grill, The Hat, Backstory Tavern, Chopper's, The Night Ministry, Vin Chicago, Public Storage, Howard Orloff - Volvo, Jaguar, Land Rover, Drummond Elementary School, Saint Mary of the Angels School, Burr Elementary School, Mercedes-Benz of Chicago, Fletcher Jones Audi, Saint Mary of the Angels, Hyatt Place Chicago / Wicker Park"
